Fips,Average Humidity,State_Code
48441,78.07%,TX
48141,78.07%,TX
48231,78.06%,TX
48077,78.05%,TX
48059,78.05%,TX
48425,78.05%,TX
48121,78.03%,TX
48485,78.01%,TX
48371,77.97%,TX
48173,77.97%,TX
48335,77.93%,TX
48211,77.88%,TX
48091,77.86%,TX
48431,77.85%,TX
48397,77.84%,TX
48057,77.78%,TX
48129,77.76%,TX
48179,77.76%,TX
48181,77.76%,TX
48071,77.72%,TX
48055,77.70%,TX
48475,77.66%,TX
48169,77.64%,TX
48081,77.52%,TX
48443,77.51%,TX
48317,77.50%,TX
48029,77.50%,TX
48107,77.49%,TX
48251,77.49%,TX
48167,77.41%,TX
48461,77.37%,TX
48133,77.37%,TX
48389,77.36%,TX
48341,77.31%,TX
48493,77.30%,TX
48283,77.28%,TX
48103,77.27%,TX
48139,77.27%,TX
48147,77.26%,TX
48001,77.24%,TX
48021,77.22%,TX
48379,77.21%,TX
48085,77.21%,TX
48087,77.21%,TX
48065,77.20%,TX
48407,77.14%,TX
48377,77.14%,TX
48223,77.11%,TX
48259,77.10%,TX
48383,77.05%,TX
48499,77.05%,TX
48093,77.03%,TX
48043,77.02%,TX
48337,77.01%,TX
48031,76.96%,TX
48329,76.94%,TX
48149,76.93%,TX
48495,76.92%,TX
48011,76.92%,TX
48235,76.88%,TX
48243,76.87%,TX
48399,76.87%,TX
48453,76.87%,TX
48233,76.85%,TX
48159,76.82%,TX
48135,76.81%,TX
48117,76.78%,TX
48423,76.78%,TX
48355,76.78%,TX
48205,76.77%,TX
48097,76.77%,TX
48025,76.72%,TX
48045,76.70%,TX
48451,76.69%,TX
48153,76.69%,TX
48183,76.68%,TX
48115,76.65%,TX
48019,76.59%,TX
48199,76.59%,TX
48459,76.57%,TX
48083,76.56%,TX
48277,76.55%,TX
48109,76.52%,TX
48297,76.51%,TX
48323,76.45%,TX
48295,76.45%,TX
48105,76.44%,TX
48325,76.43%,TX
48387,76.43%,TX
48349,76.39%,TX
48013,76.39%,TX
48359,76.38%,TX
48195,76.35%,TX
48217,76.33%,TX
48229,76.28%,TX
48301,76.26%,TX
48119,76.26%,TX
48375,76.23%,TX
48161,76.20%,TX
48463,76.18%,TX
48181,76.17%,TX
48465,76.15%,TX
48117,76.15%,TX
48005,76.13%,TX
48063,76.12%,TX
48073,76.09%,TX
48305,76.06%,TX
48203,76.06%,TX
48293,75.98%,TX
48457,75.97%,TX
48347,75.96%,TX
48507,75.89%,TX
48249,75.88%,TX
48095,75.88%,TX
48409,75.87%,TX
48361,75.86%,TX
48089,75.85%,TX
48127,75.83%,TX
48333,75.79%,TX
48035,75.79%,TX
48099,75.74%,TX
48455,75.74%,TX
48193,75.67%,TX
48111,75.65%,TX
48271,75.64%,TX
48049,75.56%,TX
48303,75.54%,TX
48281,75.52%,TX
48027,75.42%,TX
48189,75.42%,TX
48265,75.41%,TX
48385,75.39%,TX
48491,75.31%,TX
48381,75.26%,TX
48315,75.26%,TX
48163,75.21%,TX
48219,75.14%,TX
48003,75.09%,TX
48289,75.08%,TX
48225,75.05%,TX
48401,75.05%,TX
48327,75.04%,TX
48449,75.04%,TX
48137,75.02%,TX
48287,75.01%,TX
48365,74.91%,TX
48413,74.90%,TX
48435,74.88%,TX
48421,74.86%,TX
48319,74.77%,TX
48437,74.77%,TX
48445,74.73%,TX
48331,74.71%,TX
48053,74.68%,TX
48405,74.67%,TX
48145,74.67%,TX
48411,74.56%,TX
48419,74.51%,TX
48267,74.51%,TX
48373,74.50%,TX
48339,74.48%,TX
48171,74.46%,TX
48051,74.43%,TX
48471,74.33%,TX
48343,74.31%,TX
48165,74.27%,TX
48279,74.25%,TX
48241,74.16%,TX
48369,74.15%,TX
48403,74.14%,TX
48201,74.11%,TX
48203,74.11%,TX
48017,74.04%,TX
48079,73.92%,TX
48067,73.92%,TX
48299,73.83%,TX
48069,73.67%,TX
48313,73.63%,TX
48477,73.58%,TX
48501,73.26%,TX
48157,73.17%,TX
48015,73.14%,TX
48395,73.07%,TX
48473,72.82%,TX
48351,72.67%,TX
48185,72.57%,TX
48041,72.54%,TX
48037,72.52%,TX
49009,79.86%,UT
49017,78.56%,UT
49025,78.20%,UT
49013,77.86%,UT
49047,77.47%,UT
49019,77.16%,UT
49007,76.91%,UT
49043,76.86%,UT
49045,76.61%,UT
49053,76.48%,UT
49027,75.55%,UT
49033,75.45%,UT
49015,75.08%,UT
49003,75.01%,UT
49051,74.79%,UT
49029,74.73%,UT
49057,74.52%,UT
49037,74.40%,UT
49039,74.36%,UT
49035,74.30%,UT
49023,74.13%,UT
49055,74.09%,UT
49031,73.99%,UT
49011,73.84%,UT
49021,73.81%,UT
49041,73.56%,UT
49001,73.26%,UT
49005,73.06%,UT
49049,72.55%,UT
50005,79.95%,VT
50017,78.51%,VT
50027,78.47%,VT
50009,78.44%,VT
50019,78.38%,VT
50025,77.45%,VT
50013,77.02%,VT
50023,76.48%,VT
50015,76.15%,VT
50003,76.10%,VT
50011,75.09%,VT
50007,74.84%,VT
50001,74.17%,VT
50021,74.17%,VT
51193,81.91%,VA
51099,81.38%,VA
51159,80.80%,VA
51760,80.80%,VA
51179,80.72%,VA
51143,80.64%,VA
51131,80.63%,VA
51630,80.18%,VA
51033,80.10%,VA
51067,80.04%,VA
51620,80.04%,VA
51057,79.72%,VA
51115,79.55%,VA
51077,79.54%,VA
51197,79.44%,VA
51685,79.27%,VA
51119,79.22%,VA
51019,79.13%,VA
51515,79.13%,VA
51177,79.09%,VA
51103,78.99%,VA
51153,78.97%,VA
51683,78.91%,VA
51690,78.86%,VA
51073,78.85%,VA
51640,78.75%,VA
51590,78.56%,VA
51770,78.53%,VA
51137,78.47%,VA
51061,78.44%,VA
51047,78.38%,VA
51021,78.35%,VA
51053,78.32%,VA
51185,78.32%,VA
51031,78.25%,VA
51139,78.21%,VA
51600,78.16%,VA
51059,78.13%,VA
51600,78.13%,VA
51089,78.04%,VA
51113,78.03%,VA
51173,77.99%,VA
51775,77.97%,VA
51013,77.93%,VA
51610,77.90%,VA
51035,77.90%,VA
51083,77.89%,VA
51043,77.73%,VA
51157,77.65%,VA
51191,77.61%,VA
51081,77.54%,VA
51620,77.41%,VA
51133,77.41%,VA
51730,77.40%,VA
51125,77.35%,VA
51149,77.26%,VA
51510,77.25%,VA
51167,77.25%,VA
51680,77.22%,VA
51003,77.20%,VA
51009,77.12%,VA
51175,77.05%,VA
51199,77.04%,VA
51071,77.03%,VA
51800,76.95%,VA
51079,76.87%,VA
51820,76.73%,VA
51027,76.73%,VA
51171,76.69%,VA
51155,76.65%,VA
51165,76.64%,VA
51117,76.63%,VA
51051,76.61%,VA
51025,76.53%,VA
51187,76.51%,VA
51101,76.44%,VA
51540,76.32%,VA
51183,76.30%,VA
51520,76.29%,VA
51011,76.24%,VA
51660,76.21%,VA
51670,76.13%,VA
51840,76.12%,VA
51037,76.00%,VA
51540,76.00%,VA
51550,75.94%,VA
51023,75.86%,VA
51069,75.84%,VA
51630,75.84%,VA
51107,75.75%,VA
51530,75.73%,VA
51109,75.56%,VA
51161,75.52%,VA
51770,75.52%,VA
51750,75.47%,VA
51678,75.38%,VA
51195,75.37%,VA
51127,75.37%,VA
51087,75.19%,VA
51045,75.10%,VA
51141,75.05%,VA
51001,75.04%,VA
51720,75.03%,VA
51065,74.85%,VA
51169,74.82%,VA
51029,74.76%,VA
51830,74.65%,VA
51735,74.65%,VA
51095,74.56%,VA
51105,74.56%,VA
51700,74.49%,VA
51085,74.48%,VA
51790,74.36%,VA
51135,74.28%,VA
51163,74.22%,VA
51036,73.96%,VA
51121,73.96%,VA
51015,73.94%,VA
51810,73.93%,VA
51007,73.60%,VA
51111,73.56%,VA
51041,73.55%,VA
51075,73.38%,VA
51147,73.15%,VA
51063,72.59%,VA
51145,72.53%,VA
51005,72.47%,VA
51049,72.42%,VA
51650,72.38%,VA
51181,72.35%,VA
51580,72.32%,VA
51760,72.25%,VA
51710,71.71%,VA
51740,71.19%,VA
51091,70.94%,VA
51017,70.10%,VA
53003,84.20%,WA
53019,84.12%,WA
53009,83.66%,WA
53065,82.72%,WA
53047,82.45%,WA
53017,82.45%,WA
53069,82.42%,WA
53043,82.30%,WA
53023,82.10%,WA
53015,81.93%,WA
53075,81.78%,WA
53051,81.49%,WA
53063,81.23%,WA
53025,81.18%,WA
53035,81.17%,WA
53027,80.97%,WA
53001,80.96%,WA
53013,80.81%,WA
53049,80.50%,WA
53005,80.35%,WA
53021,80.31%,WA
53061,80.27%,WA
53057,80.16%,WA
53055,80.09%,WA
53007,79.99%,WA
53071,79.72%,WA
53039,79.65%,WA
53037,79.54%,WA
53029,79.53%,WA
53031,78.76%,WA
53045,78.75%,WA
53077,77.47%,WA
53073,77.07%,WA
53041,76.67%,WA
53059,74.99%,WA
53067,74.70%,WA
53053,74.54%,WA
53033,73.67%,WA
53011,71.05%,WA
54051,82.26%,WV
54073,81.48%,WV
54069,81.48%,WV
54009,81.23%,WV
54107,81.00%,WV
54029,80.72%,WV
54085,80.67%,WV
54103,80.62%,WV
54021,80.55%,WV
54095,80.41%,WV
54081,80.13%,WV
54053,80.06%,WV
54011,80.02%,WV
54005,79.98%,WV
54039,79.83%,WV
54013,79.70%,WV
54105,79.70%,WV
54087,79.63%,WV
54079,79.46%,WV
54035,79.31%,WV
54045,79.30%,WV
54007,79.24%,WV
54017,79.11%,WV
54109,79.00%,WV
54055,78.91%,WV
54015,78.47%,WV
54043,78.47%,WV
54041,78.22%,WV
54049,77.82%,WV
54099,77.79%,WV
54033,77.77%,WV
54059,77.60%,WV
54019,77.40%,WV
54101,77.33%,WV
54061,77.20%,WV
54097,77.13%,WV
54037,76.69%,WV
54067,76.66%,WV
54083,76.20%,WV
54065,75.97%,WV
54003,75.94%,WV
54001,75.76%,WV
54025,75.44%,WV
54091,75.35%,WV
54089,74.94%,WV
54031,74.55%,WV
54075,74.47%,WV
54063,74.15%,WV
54093,74.00%,WV
54027,73.41%,WV
54077,73.26%,WV
54057,72.68%,WV
54071,72.53%,WV
54023,71.71%,WV
55053,84.10%,WI
55141,83.28%,WI
55019,82.65%,WI
55001,82.60%,WI
55078,82.59%,WI
55097,82.06%,WI
55077,81.35%,WI
55137,81.14%,WI
55043,81.11%,WI
55067,81.08%,WI
55035,81.00%,WI
55081,80.86%,WI
55063,80.82%,WI
55121,80.78%,WI
55057,80.60%,WI
55115,80.54%,WI
55073,80.44%,WI
55051,80.38%,WI
55021,80.00%,WI
55003,80.00%,WI
55083,79.98%,WI
55085,79.96%,WI
55069,79.78%,WI
55047,79.51%,WI
55041,79.31%,WI
55023,79.04%,WI
55125,78.90%,WI
55011,78.85%,WI
55055,78.81%,WI
55087,78.61%,WI
55065,78.49%,WI
55127,78.42%,WI
55025,78.36%,WI
55091,78.29%,WI
55017,78.27%,WI
55027,78.23%,WI
55139,78.11%,WI
55135,78.01%,WI
55123,77.99%,WI
55037,77.92%,WI
55015,77.89%,WI
55009,77.52%,WI
55105,77.29%,WI
55075,77.22%,WI
55007,77.17%,WI
55045,77.07%,WI
55047,77.07%,WI
55103,77.01%,WI
55119,76.25%,WI
55111,76.15%,WI
55033,76.07%,WI
55133,75.95%,WI
55099,75.88%,WI
55049,75.42%,WI
55095,75.38%,WI
55093,75.24%,WI
55071,75.05%,WI
55013,74.92%,WI
55061,73.76%,WI
55107,73.66%,WI
55117,73.37%,WI
55005,73.11%,WI
55031,71.90%,WI
55079,71.74%,WI
55113,71.22%,WI
55129,70.14%,WI
55131,69.75%,WI
55101,69.16%,WI
55029,68.30%,WI
55089,66.99%,WI
55059,65.85%,WI
56009,82.30%,WY
56027,82.18%,WY
56019,81.62%,WY
56045,81.04%,WY
56025,80.70%,WY
56031,80.47%,WY
56005,80.45%,WY
56015,80.42%,WY
56011,80.14%,WY
56043,79.96%,WY
56001,79.56%,WY
56021,79.53%,WY
56035,79.48%,WY
56029,79.46%,WY
56037,79.42%,WY
56041,78.89%,WY
56003,78.72%,WY
56013,78.62%,WY
56007,78.45%,WY
56033,78.30%,WY
56017,77.68%,WY
56023,77.05%,WY
56039,76.50%,WY
